"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
33,"1","2026-02-10T04:07:59.882867Z",33,11.035,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","Neutral","2026-02-10T04:07:59.882924Z"
34,"1","2026-02-10T04:08:05.914666Z",34,4.006,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","Negative","2026-02-10T04:08:05.914721Z"
35,"1","2026-02-10T04:08:14.158666Z",35,6.011,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","Neutral","2026-02-10T04:08:14.158727Z"
36,"1","2026-02-10T04:08:21.012074Z",36,12.426,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","Neutral","2026-02-10T04:08:29.434400Z"
37,"1","2026-02-10T04:08:37.008592Z",37,5.206,"It perfectly balances humor and drama. This movie is a triumph in every sense.","Positive","2026-02-10T04:08:37.008685Z"
38,"1","2026-02-10T04:08:44.464831Z",38,2.336,"A frustrating experience. Avoid this at all costs.","Negative","2026-02-10T04:08:44.464929Z"
39,"1","2026-02-10T04:08:53.720528Z",39,7.266,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","Neutral","2026-02-10T04:08:53.720583Z"
40,"1","2026-02-10T04:08:59.175001Z",40,3.336,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","Neutral","2026-02-10T04:08:59.175057Z"
41,"1","2026-02-10T04:09:06.783234Z",41,5.259,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","Neutral","2026-02-10T04:09:06.783292Z"
42,"1","2026-02-10T04:09:12.535927Z",42,3.259,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","Positive","2026-02-10T04:09:12.535984Z"
43,"1","2026-02-10T04:09:31.165508Z",43,9.277,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","Neutral","2026-02-10T04:09:31.165565Z"
44,"1","2026-02-10T04:09:39.019784Z",44,5.704,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","Negative","2026-02-10T04:09:39.019846Z"
45,"1","2026-02-10T04:09:45.576338Z",45,4.403,"I am confused about how I feel. A polarizing experience for sure.","Neutral","2026-02-10T04:09:45.576398Z"
46,"1","2026-02-10T04:09:54.471563Z",46,3.862,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","Negative","2026-02-10T04:09:54.471618Z"
47,"1","2026-02-10T04:10:59.893696Z",47,63.168,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","Neutral","2026-02-10T04:10:59.893753Z"
48,"1","2026-02-10T04:11:06.221374Z",48,3.608,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","Positive","2026-02-10T04:11:06.221430Z"
49,"1","2026-02-10T04:11:17.470722Z",49,4.722,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","Negative","2026-02-10T04:11:17.470775Z"
50,"1","2026-02-10T04:11:22.345953Z",50,2.961,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","Neutral","2026-02-10T04:11:22.346015Z"
51,"1","2026-02-10T04:11:27.540080Z",51,3.102,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-10T04:11:27.540136Z"
52,"1","2026-02-10T04:11:35.251492Z",52,4.212,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Neutral","2026-02-10T04:11:35.251546Z"
53,"1","2026-02-10T04:11:41.072684Z",53,3.26,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-10T04:11:41.072740Z"
54,"1","2026-02-10T04:11:47.452021Z",54,5.481,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Negative","2026-02-10T04:11:52.217658Z"
55,"1","2026-02-10T04:11:59.772230Z",55,2.603,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-10T04:11:59.772284Z"
56,"1","2026-02-10T04:12:05.631324Z",56,2.473,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-10T04:12:05.631378Z"
57,"1","2026-02-10T04:12:09.735858Z",57,2.031,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-10T04:12:09.735917Z"
58,"1","2026-02-10T04:12:13.260168Z",58,1.398,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-10T04:12:13.260260Z"
59,"1","2026-02-10T04:12:17.269611Z",59,0.964,"Total garbage. A complete misfire.","Negative","2026-02-10T04:12:17.269668Z"
60,"1","2026-02-10T04:12:26.042991Z",60,3.022,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-10T04:12:26.043051Z"
61,"1","2026-02-10T04:12:34.607671Z",61,4.929,"Standard fare for this type of movie. Wait for it to come out on streaming.","Positive","2026-02-10T04:12:34.607738Z"
62,"1","2026-02-10T04:12:39.196386Z",62,2.388,"I have never been so bored in my life. Do not bother.","Negative","2026-02-10T04:12:39.196444Z"
63,"1","2026-02-10T04:12:44.486734Z",63,2.484,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-10T04:12:44.486796Z"
64,"1","2026-02-10T04:12:50.763472Z",64,4.168,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Neutral","2026-02-10T04:12:50.763539Z"
65,"1","2026-02-10T04:12:57.374943Z",65,3.863,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Neutral","2026-02-10T04:12:57.375001Z"
66,"1","2026-02-10T04:13:05.629295Z",66,4.156,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Neutral","2026-02-10T04:13:05.629351Z"
67,"1","2026-02-10T04:13:11.629306Z",67,3.74,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-10T04:13:11.629366Z"
68,"1","2026-02-10T04:13:17.618666Z",68,3.0,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Neutral","2026-02-10T04:13:17.618719Z"
69,"1","2026-02-10T04:13:23.425147Z",69,3.597,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-10T04:13:23.425211Z"
70,"1","2026-02-10T04:13:27.929388Z",70,2.269,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-10T04:13:27.929447Z"
71,"1","2026-02-10T04:13:34.125327Z",71,3.986,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-10T04:13:34.125428Z"
72,"1","2026-02-10T04:13:39.633525Z",72,3.0,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-10T04:13:39.633583Z"
73,"1","2026-02-10T04:13:43.640315Z",73,1.667,"It has some good moments, especially the direction. I have mixed feelings about this one.","Neutral","2026-02-10T04:13:43.640374Z"
74,"1","2026-02-10T04:13:49.456417Z",74,2.613,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-10T04:13:49.456484Z"
75,"1","2026-02-10T04:13:56.225050Z",75,4.242,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-10T04:13:56.225105Z"
76,"1","2026-02-10T04:14:04.717908Z",76,2.65,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-10T04:14:04.717965Z"
77,"1","2026-02-10T04:14:09.966832Z",77,2.756,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-10T04:14:09.966889Z"
78,"1","2026-02-10T04:14:15.177222Z",78,3.138,"Standard fare for this type of movie. Good for a one-time watch.","Neutral","2026-02-10T04:14:15.177316Z"
79,"1","2026-02-10T04:14:23.477450Z",79,5.728,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Negative","2026-02-10T04:14:23.477509Z"
80,"1","2026-02-10T04:14:30.950529Z",80,4.108,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-10T04:14:30.950585Z"
81,"1","2026-02-10T04:14:40.841272Z",81,5.871,"A strange experience overall. A polarizing experience for sure.","Neutral","2026-02-10T04:14:40.841338Z"
82,"1","2026-02-10T04:14:46.240381Z",82,3.143,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Neutral","2026-02-10T04:14:46.240438Z"
83,"1","2026-02-10T04:14:50.923776Z",83,2.728,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-10T04:14:50.923839Z"
84,"1","2026-02-10T04:14:57.357562Z",84,2.605,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-10T04:14:57.357628Z"
85,"1","2026-02-10T04:15:02.343255Z",85,2.382,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-10T04:15:02.343308Z"
86,"1","2026-02-10T04:15:06.502356Z",86,1.933,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-10T04:15:06.502413Z"
87,"1","2026-02-10T04:15:11.201738Z",87,2.329,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-10T04:15:11.201794Z"
88,"1","2026-02-10T04:15:21.239032Z",88,4.369,"It was... fine. It has some good moments, especially the character development. It is what it is.","Neutral","2026-02-10T04:15:21.239089Z"
89,"1","2026-02-10T04:15:25.900167Z",89,1.765,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-10T04:15:25.900225Z"
90,"1","2026-02-10T04:15:30.124805Z",90,1.765,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-10T04:15:30.124860Z"
91,"1","2026-02-10T04:15:33.635044Z",91,1.233,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-10T04:15:33.635107Z"
92,"1","2026-02-10T04:15:37.788174Z",92,1.396,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-10T04:15:37.788231Z"
93,"1","2026-02-10T04:15:42.395556Z",93,1.119,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-10T04:15:42.395613Z"
94,"1","2026-02-10T04:15:50.175434Z",94,2.012,"It doesn't leave a lasting impression. Middle of the road entertainment.","Neutral","2026-02-10T04:15:50.175493Z"
95,"1","2026-02-10T04:15:54.596943Z",95,2.166,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-10T04:15:54.596999Z"
96,"1","2026-02-10T04:15:58.687635Z",96,1.934,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-10T04:15:58.687691Z"
97,"1","2026-02-10T04:16:06.467557Z",97,4.786,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Neutral","2026-02-10T04:16:06.467618Z"
98,"1","2026-02-10T04:16:19.391968Z",98,10.125,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Neutral","2026-02-10T04:16:19.392024Z"
99,"1","2026-02-10T04:16:24.676909Z",99,2.734,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-10T04:16:24.676964Z"
100,"1","2026-02-10T04:16:32.373065Z",100,5.269,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-10T04:16:32.373134Z"
